occ,portability,weighted_employment,portability_per_million,occ_title,rank,percentile,rank_per_worker,percentile_per_worker
7260,0.20623098534183076,514454.889,0.4008728262699643,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",236,55.23809523809524,168,68.19047619047619
6220,0.20514487404109963,686523.0682,0.2988171607677664,"Brickmasons, blockmasons, and stonemasons",237,55.047619047619044,244,53.714285714285715
9430,0.20307869042231713,232559.3675,0.8732337579234134,Other transportation workers,238,54.85714285714286,24,95.61904761904762
7420,0.20263804010217787,819026.3541,0.24741333302375826,Telecommunications line installers and repairers,239,54.666666666666664,297,43.61904761904762
4252,0.20131263790227147,541354.9014,0.37186813563829585,Tree trimmers and pruners,240,54.47619047619048,193,63.42857142857143
9142,0.19974994608296678,2338720.3328,0.08540993263774253,Taxi drivers,241,54.28571428571429,484,7.9999999999999964
2170,0.19965101589026119,499397.6867,0.3997836217655455,"Title examiners, abstractors, and searchers",242,54.095238095238095,169,68.0
3802,0.1994311297898256,1804692.3517,0.11050699561172501,Correctional officers and jailers,243,53.9047619047619,461,12.380952380952381
3330,0.19930613763447047,242008.05849999998,0.8235516572043013,Nuclear medicine technologists and medical dosimetrists,244,53.714285714285715,34,93.71428571428572
4830,0.196341764774702,361718.4721,0.5428027040886696,Travel agents,245,53.52380952380953,91,82.85714285714285
3520,0.19528509606887956,228616.5576,0.8542036417614206,"Opticians, dispensing",246,53.333333333333336,28,94.85714285714286
7315,0.1950777785278336,2556327.2693,0.07631173866922439,"Heating, air conditioning, and refrigeration mechanics and installers",247,53.14285714285714,492,6.47619047619048
1305,0.19457030512613202,1077970.6996,0.18049684021869125,"Architects, except landscape and naval",248,52.95238095238095,371,29.52380952380952
2440,0.19405054759340964,168816.9332,1.1494732424946674,Library technicians,249,52.761904761904766,10,98.28571428571429
7000,0.1939542042994179,1380996.0786000001,0.14044515209343758,"First-line supervisors of mechanics, installers, and repairers",250,52.57142857142857,429,18.476190476190478
5720,0.19369017824115375,243158.3108,0.7965599761073588,Legal secretaries and administrative assistants,251,52.38095238095239,41,92.38095238095238
3605,0.19193442131802937,276377.1076,0.6944656993654326,Orderlies and psychiatric aides,252,52.19047619047619,58,89.14285714285714
3610,0.19086881095528363,172411.25470000002,1.1070554024295005,Occupational therapy assistants and aides,253,52.0,11,98.09523809523809
930,0.18875975636280326,374409.6904,0.5041529671978897,"Tax examiners and collectors, and revenue agents",254,51.80952380952382,111,79.04761904761905
2861,0.18750646809638544,453502.381,0.4134630289766559,Interpreters and translators,255,51.61904761904762,159,69.9047619047619
2910,0.1853581060987119,1162008.9527,0.15951521343103323,Photographers,256,51.42857142857142,404,23.238095238095234
7150,0.18266652123065658,705661.5079999999,0.25885855918140377,Automotive body and related repairers,257,51.23809523809524,285,45.904761904761905
4400,0.1789615857671149,456971.9584,0.3916248743001971,Gambling services workers,258,51.04761904761905,176,66.66666666666667
5560,0.1757607536684551,324555.98480000003,0.5415421742315536,"Postal service mail sorters, processors, and processing machine operators",259,50.857142857142854,92,82.66666666666667
4530,0.17563220399226182,424847.6147,0.41340047093422416,"Baggage porters, bellhops, and concierges",260,50.66666666666666,160,69.71428571428571
3630,0.1729760512141908,988578.6348,0.1749744988664313,Massage therapists,261,50.476190476190474,377,28.380952380952383
3710,0.17161263518719708,541187.3718,0.3171039165537253,First-line supervisors of police and detectives,262,50.28571428571429,236,55.23809523809524
4210,0.1709715106771683,1391476.2652,0.12287059071941424,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",263,50.095238095238095,448,14.857142857142858
3648,0.17000560270212034,370103.3685,0.4593462723431558,Veterinary assistants and laboratory animal caretakers,264,49.904761904761905,136,74.28571428571429
3250,0.16982177599570725,472598.9837,0.3593358891002356,Veterinarians,265,49.71428571428571,203,61.523809523809526
3422,0.16951786909295188,640471.3225,0.2646767515386325,Psychiatric technicians,266,49.523809523809526,279,47.04761904761905
1106,0.16916309553046333,542222.3805,0.3119810277371304,Computer network architects,267,49.33333333333333,239,54.666666666666664
6520,0.1670764278479456,753234.9572,0.22181183474147131,Sheet metal workers,268,49.142857142857146,326,38.095238095238095
3010,0.1661695152968358,881613.3798,0.1884834317448001,Dentists,269,48.95238095238095,361,31.428571428571427
2050,0.1657666975184997,360585.00179999997,0.459716007851161,"Directors, religious activities and education",270,48.76190476190476,135,74.47619047619047
300,0.16548268325777113,1036701.7233,0.15962420003606367,Architectural and engineering managers,271,48.57142857142858,403,23.42857142857143
2600,0.16478203180421716,1603267.8749,0.10277885210822618,Artists and related workers,272,48.38095238095238,467,11.238095238095235
2810,0.1645621830336784,452411.89249999996,0.3637441582808931,"News analysts, reporters, and journalists",273,48.1904761904762,199,62.28571428571428
3321,0.16356274929074638,297241.0573,0.5502697062662695,Cardiovascular technologists and technicians,274,48.0,87,83.61904761904762
7840,0.16317401606529694,511283.56,0.3191458298899674,Food batchmakers,275,47.80952380952381,234,55.61904761904761
3423,0.1625864832781418,595141.7925,0.27318949085253796,Surgical technologists,276,47.61904761904761,267,49.33333333333333
1551,0.16221105443990128,408177.8861,0.39740284803219594,Electrical and electronic engineering technologists and technicians,277,47.42857142857143,172,67.42857142857143
2710,0.1618343561262876,1045909.5255,0.15473074121676275,Producers and directors,278,47.238095238095234,408,22.47619047619047
1530,0.16128736976602073,3571174.1694,0.045163680659439515,"Engineers, all other",279,47.04761904761905,510,3.0476190476190435
4640,0.1599646309383856,171327.8621,0.933675521177157,Residential advisors,280,46.857142857142854,18,96.76190476190476
4240,0.15949678529732322,584221.0184,0.27300761231448917,Pest control workers,281,46.666666666666664,269,48.95238095238095
2180,0.1593465150294581,439985.1392,0.36216340242579287,"Legal support workers, all other",282,46.47619047619047,201,61.904761904761905
4340,0.1583499336744943,434387.7832,0.3645358819900032,Animal trainers,283,46.285714285714285,196,62.857142857142854
6660,0.15814867137416955,480581.8405,0.329077501575238,Construction and building inspectors,284,46.0952380952381,225,57.33333333333333
9350,0.15674436709188896,302661.3564,0.5178869511333788,Parking attendants,285,45.904761904761905,103,80.57142857142857
820,0.1557497560306901,302807.6354,0.5143521424912196,Budget analysts,286,45.714285714285715,107,79.80952380952381
8950,0.1556843928420605,296525.1606,0.5250292842841495,Helpers--production workers,287,45.52380952380952,98,81.52380952380952
5150,0.15435915818412066,234821.439,0.657346956229668,Procurement clerks,288,45.333333333333336,63,88.19047619047619
3647,0.15433483741200668,195141.6758,0.7908860922675682,Pharmacy aides,289,45.14285714285714,43,92.0
40,0.1532351991192828,342728.22479999997,0.44710411349606133,Advertising and promotions managers,290,44.952380952380956,140,73.52380952380952
1545,0.1521966235597747,510904.3407,0.29789651689247176,Other drafters,291,44.76190476190476,248,52.95238095238095
1031,0.15105658310874945,518930.69419999997,0.2910920182542354,Web developers,292,44.57142857142857,252,52.19047619047619
3430,0.15022638583883505,344584.153,0.43596429067019526,Dietetic technicians and ophthalmic medical technicians,293,44.38095238095238,147,72.19047619047618
3000,0.14860038800510986,294834.3109,0.5040132118663462,Chiropractors,294,44.19047619047619,113,78.66666666666666
7855,0.1482322472598873,767261.4637,0.19319652331430823,"Food processing workers, all other",295,43.99999999999999,351,33.333333333333336
7220,0.14599631303752914,1194604.5485,0.12221308986379532,Heavy vehicle and mobile equipment service technicians and mechanics,296,43.80952380952381,451,14.28571428571429
5820,0.14327539166354702,284203.8109,0.5041290305356249,Word processors and typists,297,43.61904761904762,112,78.85714285714286
5521,0.14308259418504216,444807.61470000003,0.321672987279105,Public safety telecommunicators,298,43.42857142857143,232,56.00000000000001
4540,0.1426247608958465,332964.9069,0.42834772656291153,Tour and travel guides,299,43.23809523809524,153,71.04761904761905
8650,0.14184068826510612,453133.04459999996,0.31302216855606946,"Crushing, grinding, polishing, mixing, and blending workers",300,43.047619047619044,238,54.85714285714286
2400,0.14066695604081292,373386.0155,0.376733327445181,"Archivists, curators, and museum technicians",301,42.85714285714286,186,64.76190476190476
5630,0.13951496445618258,367806.7078,0.3793159871680366,"Weighers, measurers, checkers, and samplers, recordkeeping",302,42.666666666666664,182,65.52380952380952
6050,0.13831004359562096,4091455.6186,0.033804605619294825,Miscellaneous agricultural workers,303,42.47619047619048,513,2.4761904761904763
6355,0.1380196217106558,5236158.7653,0.02635894515370909,Electricians,304,42.285714285714285,521,0.952380952380949
7020,0.1371143855286774,680977.8737,0.2013492520449823,Radio and telecommunications equipment installers and repairers,305,42.095238095238095,340,35.42857142857143
5230,0.13684078304923952,180755.1968,0.7570503391979905,"Credit authorizers, checkers, and clerks",306,41.9047619047619,50,90.66666666666666
2011,0.13631740747397794,352819.7218,0.38636561124905333,"Child, family, and school social workers",307,41.714285714285715,180,65.90476190476191
8350,0.13408978135361166,257317.952,0.5211054273959543,"Tailors, dressmakers, and sewers",308,41.52380952380952,102,80.76190476190477
5900,0.13298948854216838,149175.16760000002,0.8914988377875861,"Office machine operators, except computer",309,41.333333333333336,21,96.19047619047619
1032,0.12868074302532026,513520.1216,0.250585590734757,Web and digital interface designers,310,41.142857142857146,292,44.57142857142857
2105,0.1286774275561352,121878.8743,1.055781227839378,Judicial law clerks,311,40.95238095238095,12,97.90476190476191
4420,0.12602242066869043,104241.1691,1.208950568731586,"Ushers, lobby attendants, and ticket takers",312,40.761904761904766,8,98.66666666666667
4950,0.12596488969309358,544838.5854,0.23119671232648636,"Door-to-door sales workers, news and street vendors, and related workers",313,40.57142857142857,318,39.61904761904762
3725,0.12347471958492828,440677.0989,0.2801931842910394,First-line supervisors of security workers,314,40.38095238095239,259,50.857142857142854
8320,0.12278996424073621,667499.5606,0.18395512370129974,Sewing machine operators,315,40.19047619047619,368,30.0952380952381
9760,0.12233434667771365,345539.4275,0.3540387491025569,Other material moving workers,316,40.0,206,60.952380952380956
4330,0.12145746419643064,1214842.8823,0.09997791975080877,Supervisors of personal care and service workers,317,39.8095238095238,470,10.666666666666668
1980,0.1197179207064357,491224.2917,0.24371335605599428,Occupational health and safety specialists and technicians,318,39.61904761904762,303,42.47619047619048
3324,0.116999839494339,288867.5868,0.40502931045477547,Magnetic resonance imaging technologists,319,39.42857142857142,164,68.95238095238095
9050,0.11633762199535272,626959.9739,0.18555829213733593,Flight attendants,320,39.23809523809524,366,30.476190476190478
900,0.11561404487430385,92584.8623,1.2487359380595402,Financial examiners,321,39.047619047619044,5,99.23809523809524
1760,0.11447271039631839,2342154.6076,0.048874958990695445,"Physical scientists, all other",322,38.857142857142854,507,3.6190476190476217
1105,0.112723683840571,1248317.8135000002,0.09030046885617962,Network and computer systems administrators,323,38.66666666666667,482,8.380952380952378
1220,0.11129275854057512,907353.7223,0.12265641921704509,Operations research analysts,324,38.476190476190474,449,14.66666666666666
7720,0.10907431661034422,608596.4446,0.17922273056004018,"Electrical, electronics, and electromechanical assemblers",325,38.28571428571429,373,29.14285714285715
8710,0.10892441548288229,294600.5536,0.3697359497524118,Cutting workers,326,38.095238095238095,194,63.23809523809524
9720,0.10832253206446733,660987.1081000001,0.16387994672973155,Refuse and recyclable material collectors,327,37.904761904761905,395,24.95238095238095
1560,0.10815568232304489,327532.1913,0.3302139001780766,Surveying and mapping technicians,328,37.71428571428571,224,57.52380952380952
2012,0.10711425638486866,422876.6818,0.25329903727235653,Healthcare social workers,329,37.523809523809526,289,45.14285714285714
1840,0.10594214699654908,239216.5991,0.4428712196190949,Urban and regional planners,330,37.33333333333333,141,73.33333333333334
8030,0.10569279060079494,1692394.5027,0.06245162722531629,Machinists,331,37.142857142857146,502,4.571428571428571
4525,0.10506089811473425,124804.8916,0.8418011246823137,Other personal appearance workers,332,36.95238095238095,31,94.28571428571428
7430,0.10487865447621758,253953.90720000002,0.4129830315767537,Precision instrument and equipment repairers,333,36.76190476190476,161,69.52380952380952
9141,0.10486034802175777,362176.485,0.2895283166209915,Shuttle drivers and chauffeurs,334,36.57142857142858,254,51.80952380952382
8620,0.10291939443974796,584616.5349,0.1760459862076131,Water and wastewater treatment plant and system operators,335,36.38095238095238,375,28.761904761904766
5500,0.10225982774544555,120117.1052,0.8513344338025685,Cargo and freight agents,336,36.1904761904762,29,94.66666666666667
6400,0.09877202367445842,276333.6093,0.35743760567042404,Insulation workers,337,36.0,204,61.33333333333333
1650,0.09799359265601003,811745.5946,0.12071958666347658,Medical scientists,338,35.80952380952381,453,13.904761904761909
7410,0.0976064402946075,745426.4659,0.13094040091098877,Electrical power-line installers and repairers,339,35.61904761904762,441,16.19047619047619
3740,0.09739710972417061,1795743.4902,0.054237762940921516,Firefighters,340,35.42857142857143,506,3.809523809523807
8760,0.0953067450583509,388527.8995,0.2453021911193559,Dental and ophthalmic laboratory technicians and medical appliance technicians,341,35.238095238095234,302,42.666666666666664
8830,0.09416384263765284,142667.01069999998,0.6600253427588839,Photographic process workers and processing machine operators,342,35.04761904761905,61,88.57142857142857
1822,0.09305374471110116,313978.4584,0.2963698375528464,School psychologists,343,34.857142857142854,250,52.57142857142857
6360,0.09246685713196408,190234.9944,0.4860664959336424,Glaziers,344,34.66666666666667,120,77.33333333333333
2905,0.09159192664199337,558264.5099,0.1640654654160264,"Broadcast, sound, and lighting technicians",345,34.476190476190474,393,25.33333333333333
2752,0.09069199973048216,661781.9331,0.13704212096823432,Musicians and singers,346,34.285714285714285,431,18.0952380952381
1720,0.08815982135655713,489503.7098,0.18010041515840036,Chemists and materials scientists,347,34.0952380952381,372,29.333333333333332
3750,0.08807759290996342,123838.704,0.7112283160679994,Fire inspectors,348,33.904761904761905,56,89.52380952380953
1306,0.0869197042815344,136380.15110000002,0.6373339784453017,Landscape architects,349,33.71428571428572,70,86.85714285714286
4465,0.08679382546499452,193122.96860000002,0.4494225937711404,"Morticians, undertakers, and funeral arrangers",350,33.523809523809526,139,73.71428571428571
2004,0.0851078309326115,997715.1274,0.0853027368186735,Mental health counselors,351,33.333333333333336,485,7.80952380952381
2721,0.08432213513816654,183113.66009999998,0.4604906869979961,Athletes and sports competitors,352,33.14285714285714,134,74.66666666666666
9510,0.08175060931230696,348512.4355,0.23457013576867605,Crane and tower operators,353,32.952380952380956,313,40.57142857142857
830,0.08123244332338718,189465.68050000002,0.42874489516526015,Credit analysts,354,32.76190476190476,152,71.23809523809524
2013,0.07867172939553857,98695.2564,0.7971176352862545,Mental health and substance abuse social workers,355,32.57142857142858,40,92.57142857142857
2865,0.07851725823414538,152179.7782,0.5159506681035849,"Media and communication workers, all other",356,32.38095238095238,106,80.0
4900,0.0774070402278329,128911.6767,0.6004657003102412,"Models, demonstrators, and product promoters",357,32.19047619047619,75,85.90476190476191
1022,0.07725997757882062,462267.1611,0.16713274071853731,Software quality assurance analysts and testers,358,31.999999999999996,389,26.095238095238095
6250,0.0759117690907977,315163.5838,0.24086465884006014,"Cement masons, concrete finishers, and terrazzo workers",359,31.80952380952381,304,42.285714285714285
1860,0.07586643310124216,340616.9869,0.22273238276138999,Miscellaneous social scientists and related workers,360,31.619047619047624,325,38.28571428571429
9630,0.07542121924203639,110507.2999,0.6824998829062549,Machine feeders and offbearers,361,31.428571428571427,59,88.95238095238095
3100,0.07498743894391516,231079.7397,0.3245089294339168,Surgeons,362,31.23809523809524,231,56.19047619047619
9410,0.07494704181205647,235981.58539999998,0.3175969925154019,Transportation inspectors,363,31.047619047619047,235,55.42857142857143
6600,0.07459075933839515,322293.0058,0.2314377228052001,"Helpers, construction trades",364,30.85714285714286,317,39.8095238095238
7510,0.07435962277076985,171260.00759999998,0.434191401792101,"Coin, vending, and amusement machine servicers and repairers",365,30.666666666666664,149,71.80952380952381
7130,0.07422499987997376,309336.134,0.23994933576034722,Security and fire alarm systems installers,366,30.476190476190478,305,42.095238095238095
500,0.07229968482206414,263018.7798,0.27488411617239256,"Agents and business managers of artists, performers, and athletes",367,30.28571428571428,265,49.71428571428571
2840,0.07222108831642714,316600.22,0.2281144603008398,Technical writers,368,30.0952380952381,320,39.23809523809524
2920,0.0716568892839898,749800.5251,0.09556793691819969,"Television, video, and film camera operators and editors",369,29.9047619047619,475,9.714285714285719
5020,0.07099535496718616,87177.9002,0.8143733079635033,Telephone operators,370,29.714285714285715,35,93.52380952380952
7240,0.07007275826524541,264821.1692,0.2646040664986438,Small engine mechanics,371,29.52380952380952,280,46.857142857142854
360,0.06820215328113177,212843.4491,0.3204334151204646,Natural sciences managers,372,29.333333333333332,233,55.80952380952381
8610,0.06809765533206727,426082.779,0.15982259478284916,Stationary engineers and boiler operators,373,29.14285714285715,402,23.619047619047617
1460,0.06801780100457039,2324306.1576,0.02926370124786111,Mechanical engineers,374,28.952380952380953,518,1.5238095238095273
2636,0.06651717054554208,191938.2467,0.3465550597089105,Merchandise displayers and window trimmers,375,28.761904761904766,213,59.61904761904761
5920,0.06603338939953907,221193.69799999997,0.2985319654068041,Statistical assistants,376,28.57142857142857,245,53.52380952380953
7300,0.06599527647945487,150830.5376,0.4375458546363682,Control and valve installers and repairers,377,28.380952380952383,144,72.76190476190476
1420,0.0652491254375849,198618.717,0.32851448455175,Environmental engineers,378,28.19047619047619,227,56.952380952380956
1310,0.06518825514379414,228192.8505,0.28567176842288555,"Surveyors, cartographers, and photogrammetrists",379,28.000000000000004,255,51.61904761904762
1745,0.06437943331744939,238987.4996,0.2693841034581433,"Environmental scientists and specialists, including health",380,27.809523809523807,275,47.80952380952381
6730,0.0638171039979822,546825.7142,0.11670465075210648,Highway maintenance workers,381,27.61904761904762,455,13.523809523809527
2862,0.060831438691282,132555.41,0.4589132853293728,Court reporters and simultaneous captioners,382,27.428571428571423,137,74.0952380952381
7905,0.05976019179502117,480037.39749999996,0.12449070032094983,Computer numerically controlled tool operators and programmers,383,27.23809523809524,447,15.047619047619044
7950,0.058651123807675745,401943.3583,0.14591887786313434,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",384,27.047619047619044,423,19.619047619047613
9415,0.05764466804685704,131880.9816,0.437096140379782,Passenger attendants,385,26.857142857142858,145,72.57142857142857
1900,0.05624822632884642,225426.6899,0.249518929430221,Agricultural and food science technicians,386,26.66666666666667,295,43.99999999999999
1541,0.055451676294640206,199960.10859999998,0.27731369363059155,Architectural and civil drafters,387,26.476190476190474,263,50.095238095238095
1610,0.055427110262201484,601931.3055,0.09208211926468989,Biological scientists,388,26.285714285714292,479,8.952380952380956
3945,0.05503146081386619,273321.692,0.20134318798914136,Transportation security screeners,389,26.095238095238095,341,35.238095238095234
4940,0.053728013010959426,188772.3264,0.28461805835412657,Telemarketers,390,25.90476190476191,257,51.23809523809524
7320,0.053703622146543346,280016.5248,0.19178733178301105,Home appliance repairers,391,25.71428571428571,353,32.952380952380956
1400,0.053362162716810956,492208.0202,0.10841384237324736,Computer hardware engineers,392,25.523809523809526,463,12.0
9040,0.052701584142632416,198246.4971,0.26583866506376935,Air traffic controllers and airfield operations specialists,393,25.33333333333333,278,47.238095238095234
6530,0.052226946868296896,281449.8324,0.1855639650695237,Structural iron and steel workers,394,25.142857142857146,365,30.666666666666664
3040,0.05202930379059276,229020.07510000002,0.22718228420750683,Optometrists,395,24.95238095238095,321,39.047619047619044
3646,0.051859864926587354,274914.6092,0.1886399019590093,Medical transcriptionists,396,24.761904761904763,360,31.619047619047624
3720,0.05148949378739949,293047.7058,0.1757034529474876,First-line supervisors of firefighting and prevention workers,397,24.571428571428566,376,28.57142857142857
9570,0.05080258760591393,182616.653,0.27819252390916366,"Conveyor, dredge, and hoist and winch operators",398,24.38095238095238,262,50.28571428571429
8640,0.049380208017112154,329198.787,0.1500011845946205,"Chemical processing machine setters, operators, and tenders",399,24.190476190476197,413,21.523809523809522
6441,0.04838718295610448,243841.1174,0.19843734097038912,Pipelayers,400,24.0,342,35.04761904761905
1821,0.048292155554618146,96872.4844,0.49851261535951835,Clinical and counseling psychologists,401,23.809523809523814,114,78.47619047619048
1920,0.04768750184423978,296224.3779,0.1609843935948385,Chemical technicians,402,23.619047619047617,399,24.190476190476197
2805,0.04763205458942681,127200.9044,0.3744631755104629,Broadcast announcers and radio disc jockeys,403,23.42857142857143,189,64.1904761904762
6765,0.047335814519652665,192032.3922,0.24649911391174484,Miscellaneous construction and related workers,404,23.238095238095234,299,43.23809523809524
135,0.04677976557666852,78794.1618,0.593695833650819,Compensation and benefits managers,405,23.04761904761905,78,85.33333333333333
2633,0.04660107552636973,309720.7529,0.150461585444408,Floral designers,406,22.857142857142854,412,21.71428571428572
9240,0.046509542757383227,272371.2992,0.17075786947446195,Railroad conductors and yardmasters,407,22.666666666666668,381,27.61904761904762
8600,0.04641388874000093,236400.7255,0.1963356442406558,"Power plant operators, distributors, and dispatchers",408,22.47619047619047,345,34.476190476190474
8100,0.04579372660685897,153414.9333,0.2984958870810197,"Molders and molding machine setters, operators, and tenders, metal and plastic",409,22.285714285714285,246,53.333333333333336
3140,0.04556899724361841,88063.4316,0.5174565244130052,Audiologists,410,22.09523809523809,104,80.38095238095238
4160,0.045093830192507164,27906.048899999998,1.6159159741351692,"Food preparation and serving related workers, all other",411,21.904761904761905,2,99.80952380952381
1200,0.044621858412984626,197840.8105,0.22554425601175257,Actuaries,412,21.71428571428572,324,38.476190476190474
3700,0.04449534912794304,317227.0009,0.14026343596763816,First-line supervisors of correctional officers,413,21.523809523809522,430,18.285714285714285
8920,0.04438124589928491,185961.8576,0.23865778967829,"Molders, shapers, and casters, except metal and plastic",414,21.333333333333336,306,41.9047619047619
8500,0.04410425741239457,304366.1961,0.14490524236109337,Cabinetmakers and bench carpenters,415,21.142857142857142,424,19.428571428571427
205,0.04314291122539492,3213776.3263999997,0.013424366490907174,"Farmers, ranchers, and other agricultural managers",416,20.952380952380956,525,0.19047619047618536
6710,0.04220309207448468,198455.89130000002,0.2126572902322536,Fence erectors,417,20.76190476190476,333,36.76190476190476
5530,0.041638313344773394,126957.86720000001,0.3279695403135552,"Meter readers, utilities",418,20.571428571428573,228,56.761904761904766
1935,0.041612859295412453,114361.6694,0.36387068773772596,Environmental  science and geoscience technicians,419,20.380952380952376,198,62.476190476190474
9210,0.04089508756381115,284587.9624,0.1436992879773721,Locomotive engineers and operators,420,20.190476190476193,425,19.238095238095244
5010,0.03958180518379693,43167.1897,0.9169419056204375,"Switchboard operators, including answering service",421,19.999999999999996,20,96.38095238095238
425,0.03889360527037517,73672.6406,0.5279246807718627,Emergency management directors,422,19.80952380952381,95,82.0952380952381
8555,0.038582000315059706,118358.3059,0.3259762804281546,Other woodworkers,423,19.619047619047613,230,56.38095238095238
5340,0.03830845933360031,72890.9938,0.5255581977481601,New accounts clerks,424,19.428571428571427,96,81.9047619047619
3946,0.037142837175398034,192965.919,0.19248392341964818,School bus monitors,425,19.238095238095244,352,33.14285714285714
4461,0.036922640536280846,93874.5043,0.3933191531780035,"Embalmers, crematory operators and funeral attendants",426,19.047619047619047,175,66.85714285714286
8310,0.0361318474080317,117976.3369,0.30626351315398154,"Pressers, textile, garment, and related materials",427,18.85714285714286,241,54.28571428571429
8000,0.03611305765153158,214469.9681,0.16838281821673654,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",428,18.666666666666664,387,26.476190476190474
3261,0.03560181662621177,142520.7389,0.24980095459083934,Acupuncturists,429,18.476190476190478,294,44.19047619047619
3210,0.03457578936287126,65895.3361,0.5247076866016814,Recreational therapists,430,18.285714285714285,99,81.33333333333333
3940,0.03430588649623443,174247.03889999999,0.1968807430691692,Crossing guards and flaggers,431,18.0952380952381,344,34.66666666666667
7610,0.03333632853473955,122029.698,0.2731820948597246,"Helpers--installation, maintenance, and repair workers",432,17.9047619047619,268,49.142857142857146
1350,0.033126858319766764,440959.9695,0.07512441176311076,Chemical engineers,433,17.714285714285715,493,6.285714285714283
1450,0.0324568143085581,321621.8229,0.1009160821734715,Materials engineers,434,17.52380952380952,469,10.857142857142854
7120,0.031774486652057884,162056.5817,0.19607032506016314,Audiovisual equipment installers and repairers,435,17.333333333333336,346,34.285714285714285
2770,0.0315221592694055,249534.45260000002,0.12632387608590082,"Entertainers and performers, sports and related workers, all other",436,17.14285714285714,445,15.428571428571425
2005,0.031425487811881404,115188.6085,0.27281767026364767,Rehabilitation counselors,437,16.952380952380953,270,48.76190476190476
7740,0.031221377133466763,134391.73630000002,0.2323161973573427,Structural metal fabricators and fitters,438,16.761904761904766,316,40.0
8750,0.03116300016873149,245583.1159,0.12689390333096384,Jewelers and precious stone and metal workers,439,16.57142857142857,444,15.61904761904762
8250,0.0296929394877979,90381.6257,0.32852849523150257,Prepress technicians and workers,440,16.380952380952387,226,57.14285714285714
1750,0.029225744249194826,214367.9679,0.13633447448094613,"Geoscientists and hydrologists, except geographers",441,16.19047619047619,435,17.333333333333336
7140,0.02831320143760307,940230.2164,0.030113052041669173,Aircraft mechanics and service technicians,442,16.000000000000004,517,1.7142857142857126
8930,0.028078370361197966,80446.64839999999,0.34903095305581394,"Paper goods machine setters, operators, and tenders",443,15.809523809523807,209,60.38095238095238
6130,0.028008881996193256,284064.8555,0.09860030712667042,Logging workers,444,15.61904761904762,472,10.285714285714286
8450,0.02763098941370391,116164.2203,0.23786144599727416,Upholsterers,445,15.428571428571425,307,41.714285714285715
2751,0.0274388640664543,218541.0044,0.12555476324357143,Music directors and composers,446,15.238095238095239,446,15.238095238095239
6005,0.027356649398167947,237654.1713,0.11511116867220732,"First-line supervisors of farming, fishing, and forestry workers",447,15.047619047619044,457,13.142857142857146
7925,0.026708112519868665,132358.9308,0.20178549613872118,"Forming machine setters, operators, and tenders, metal and plastic",448,14.857142857142858,339,35.61904761904762
3270,0.026560022954960037,77055.8508,0.3446853506802113,"Healthcare diagnosing or treating practitioners, all other",449,14.66666666666666,216,59.04761904761905
1800,0.02629209662448528,163857.9537,0.1604566396125163,Economists,450,14.476190476190476,401,23.809523809523814
6120,0.02564647041672755,99157.9374,0.258642637081795,Forest and conservation workers,451,14.28571428571429,286,45.714285714285715
6720,0.02536775505176898,157730.2327,0.16083001094671548,Hazardous materials removal workers,452,14.095238095238095,400,24.0
6460,0.02499908158615152,139505.0728,0.17919836952446305,Plasterers and stucco masons,453,13.904761904761909,374,28.952380952380953
3256,0.024629897339534683,173360.2364,0.14207351034469798,Nurse anesthetists,454,13.714285714285712,427,18.85714285714286
1600,0.024262991537286435,158681.8358,0.15290339574762116,Agricultural and food scientists,455,13.523809523809527,409,22.285714285714285
1910,0.024117978742724044,148465.8826,0.16244795316175922,Biological technicians,456,13.33333333333333,398,24.38095238095238
6825,0.023826503710768394,178286.12649999998,0.13364193938426497,"Earth drillers, except oil and gas",457,13.142857142857146,440,16.380952380952387
6700,0.023408070037267255,242825.6355,0.09639867713747734,Elevator and escalator installers and repairers,458,12.952380952380949,474,9.904761904761905
3200,0.023246484632118914,62002.099,0.3749306073028094,Radiation therapists,459,12.761904761904763,188,64.38095238095238
3840,0.02296887073156156,121599.3214,0.18888979368565423,Parking enforcement workers,460,12.571428571428566,359,31.80952380952381
7540,0.02284373494539084,167155.6476,0.13666146058107126,Locksmiths and safe repairers,461,12.380952380952381,434,17.52380952380952
510,0.022644401414685468,57888.140900000006,0.39117513643775464,"Buyers and purchasing agents, farm products",462,12.190476190476197,177,66.47619047619048
9030,0.02242122014077002,986182.2973,0.02273537073435157,Aircraft pilots and flight engineers,463,12.0,522,0.7619047619047636
7100,0.021976195134021798,92797.0345,0.23682001534242775,"Electrical and electronics repairers, industrial and utility",464,11.809523809523814,309,41.333333333333336
2003,0.021870846929324478,196044.1031,0.11156085076513826,Marriage and family therapists,465,11.619047619047617,459,12.761904761904763
7160,0.02142222150191597,122725.43830000001,0.1745540435516698,Automotive glass installers and repairers,466,11.428571428571432,378,28.19047619047619
3801,0.02106123873991292,95934.71729999999,0.21953719500784855,Bailiffs,467,11.238095238095235,329,37.523809523809526
2755,0.02084118130477604,120432.3648,0.17305299401358298,"Disc jockeys, except radio",468,11.047619047619051,379,28.000000000000004
